Orthogroup	Species	protein	Orthologs
OG0000921	protein_3	WP_014622898.1	WP_012515650.1
OG0000922	protein_2	WP_014622899.1	WP_206158648.1
OG0000922	protein_3	WP_014622899.1	WP_012515651.1
OG0000923	protein_3	WP_014622900.1	WP_012515652.1
OG0000923	protein_2	WP_014622900.1	WP_014622900.1
OG0000924	protein_3	WP_014622907.1	WP_154803834.1
OG0000924	protein_2	WP_014622907.1	WP_206158652.1
OG0000925	protein_3	WP_014622909.1	WP_012677915.1
OG0000925	protein_2	WP_014622909.1	WP_012677915.1
OG0000926	protein_3	WP_014622910.1	WP_021320797.1
OG0000926	protein_2	WP_014622910.1	WP_206152518.1
OG0000927	protein_2	WP_014622912.1	WP_012677913.1
OG0000927	protein_3	WP_014622912.1	WP_014622912.1
OG0000928	protein_2	WP_014622914.1	WP_206158654.1
OG0000928	protein_3	WP_014622914.1	WP_154803833.1
OG0000929	protein_3	WP_014622916.1	WP_043030825.1
OG0000929	protein_2	WP_014622916.1	WP_115250978.1
OG0000930	protein_3	WP_014622917.1	WP_154803832.1
OG0000930	protein_2	WP_014622917.1	WP_012677907.1
OG0000931	protein_3	WP_014622919.1	WP_154803831.1
OG0000931	protein_2	WP_014622919.1	WP_206158656.1
OG0000932	protein_2	WP_014622920.1	WP_012515676.1
OG0000932	protein_3	WP_014622920.1	WP_012677905.1
OG0000933	protein_3	WP_014622922.1	WP_012515679.1
OG0000933	protein_2	WP_014622922.1	WP_206158659.1
OG0000934	protein_2	WP_014622923.1	WP_043053123.1
OG0000934	protein_3	WP_014622923.1	WP_043053123.1
OG0000935	protein_2	WP_014622924.1	WP_043039002.1
OG0000935	protein_3	WP_014622924.1	WP_012677899.1
OG0000936	protein_3	WP_014622925.1	WP_154804388.1
OG0000936	protein_2	WP_014622925.1	WP_206159087.1
OG0000937	protein_3	WP_014622926.1	WP_154803830.1
OG0000937	protein_2	WP_014622926.1	WP_206158660.1
OG0000938	protein_3	WP_014622928.1	WP_043039005.1
OG0000938	protein_2	WP_014622928.1	WP_206158661.1
OG0000939	protein_2	WP_014622929.1	WP_206158662.1
OG0000939	protein_3	WP_014622929.1	WP_154803828.1
OG0000940	protein_2	WP_014622931.1	WP_115250987.1
OG0000940	protein_3	WP_014622931.1	WP_154803827.1
OG0000941	protein_2	WP_014622933.1	WP_206152508.1
OG0000941	protein_3	WP_014622933.1	WP_154803825.1
OG0000942	protein_2	WP_014622940.1	WP_037581013.1
OG0000942	protein_3	WP_014622940.1	WP_042670718.1
OG0000943	protein_2	WP_014622941.1	WP_206152505.1
OG0000943	protein_3	WP_014622941.1	WP_043053132.1
OG0000944	protein_2	WP_014622944.1	WP_206152503.1
OG0000944	protein_3	WP_014622944.1	WP_154803823.1
OG0000945	protein_3	WP_014622945.1	WP_154803822.1
OG0000945	protein_2	WP_014622945.1	WP_196819636.1
OG0000946	protein_3	WP_014622946.1	WP_012515704.1
OG0000946	protein_2	WP_014622946.1	WP_206152502.1
OG0000947	protein_2	WP_014622947.1	WP_206152501.1
OG0000947	protein_3	WP_014622947.1	WP_154803821.1
OG0000948	protein_3	WP_014622949.1	WP_021320822.1
OG0000948	protein_2	WP_014622949.1	WP_206152499.1
OG0000949	protein_2	WP_014622951.1	WP_206152497.1
OG0000949	protein_3	WP_014622951.1	WP_154803820.1
OG0000950	protein_3	WP_014622953.1	WP_154803818.1
OG0000950	protein_2	WP_014622953.1	WP_206152495.1
OG0000951	protein_3	WP_014622955.1	WP_014622955.1
OG0000951	protein_2	WP_014622955.1	WP_206152494.1
OG0000952	protein_2	WP_014622962.1	WP_206158663.1
OG0000952	protein_3	WP_014622962.1	WP_043025924.1
OG0000953	protein_2	WP_014622963.1	WP_014622963.1
OG0000953	protein_3	WP_014622963.1	WP_154803814.1
OG0000954	protein_2	WP_014622964.1	WP_206152490.1
OG0000954	protein_3	WP_014622964.1	WP_115266858.1
OG0000955	protein_2	WP_014622966.1	WP_037580953.1
OG0000955	protein_3	WP_014622966.1	WP_154803813.1
OG0000956	protein_3	WP_014622967.1	WP_042670749.1
OG0000956	protein_2	WP_014622967.1	WP_206158664.1
OG0000957	protein_3	WP_014622968.1	WP_012677861.1
OG0000957	protein_2	WP_014622968.1	WP_115251490.1
OG0000958	protein_2	WP_014622969.1	WP_111710604.1
OG0000958	protein_3	WP_014622969.1	WP_154803812.1
OG0000959	protein_3	WP_014622975.1	WP_014622975.1
OG0000959	protein_2	WP_014622975.1	WP_012677853.1
OG0000960	protein_3	WP_014622976.1	WP_014622976.1
OG0000960	protein_2	WP_014622976.1	WP_206152484.1
OG0000961	protein_2	WP_014622979.1	WP_164336691.1
OG0000961	protein_3	WP_014622979.1	WP_012515742.1
OG0000962	protein_3	WP_014622980.1	WP_012677849.1
OG0000962	protein_2	WP_014622980.1	WP_012677849.1
OG0000963	protein_2	WP_014622982.1	WP_115251017.1
OG0000963	protein_3	WP_014622982.1	WP_043030889.1
OG0000964	protein_2	WP_014622985.1	WP_206158667.1
OG0000964	protein_3	WP_014622985.1	WP_154803806.1
OG0000965	protein_2	WP_014622986.1	WP_012515751.1
OG0000965	protein_3	WP_014622986.1	WP_012677842.1
OG0000966	protein_3	WP_014622987.1	WP_154803805.1
OG0000966	protein_2	WP_014622987.1	WP_206158668.1
OG0000967	protein_2	WP_014622990.1	WP_043029806.1
OG0000967	protein_3	WP_014622990.1	WP_043029806.1
OG0000968	protein_2	WP_014622994.1	WP_282707735.1
OG0000968	protein_3	WP_014622994.1	WP_012515760.1
OG0000969	protein_2	WP_014622995.1	WP_206152480.1
OG0000969	protein_3	WP_014622995.1	WP_154803803.1
OG0000970	protein_3	WP_014622996.1	WP_021320852.1
OG0000970	protein_2	WP_014622996.1	WP_021320852.1
OG0000971	protein_2	WP_014622999.1	WP_206152479.1
OG0000971	protein_3	WP_014622999.1	WP_111710617.1
OG0000972	protein_2	WP_014623000.1	WP_014623000.1
OG0000972	protein_3	WP_014623000.1	WP_154803801.1
OG0000973	protein_2	WP_014623002.1	WP_206152478.1
OG0000973	protein_3	WP_014623002.1	WP_111690176.1
OG0000974	protein_3	WP_014623004.1	WP_154803800.1
OG0000974	protein_2	WP_014623004.1	WP_138119411.1
OG0000975	protein_3	WP_014623005.1	WP_154803798.1
OG0000975	protein_2	WP_014623005.1	WP_012515772.1
OG0000976	protein_2	WP_014623006.1	WP_042670772.1
OG0000976	protein_3	WP_014623006.1	WP_012515773.1
OG0000977	protein_2	WP_014623007.1	WP_138119413.1
OG0000977	protein_3	WP_014623007.1	WP_154803797.1
OG0000978	protein_2	WP_014623010.1	WP_014623010.1
OG0000978	protein_3	WP_014623010.1	WP_154803795.1
OG0000979	protein_2	WP_014623011.1	WP_138119415.1
OG0000979	protein_3	WP_014623011.1	WP_012515779.1
OG0000980	protein_3	WP_014623016.1	WP_138119422.1
OG0000980	protein_2	WP_014623016.1	WP_138119422.1
OG0000981	protein_3	WP_014623018.1	WP_111690181.1
OG0000981	protein_2	WP_014623018.1	WP_196819645.1
OG0000982	protein_3	WP_014623019.1	WP_043036979.1
OG0000982	protein_2	WP_014623019.1	WP_138119426.1
OG0000983	protein_2	WP_014623020.1	WP_012677809.1
OG0000983	protein_3	WP_014623020.1	WP_012677809.1
OG0000984	protein_3	WP_014623021.1	WP_111710623.1
OG0000984	protein_2	WP_014623021.1	WP_206158671.1
OG0000985	protein_3	WP_014623022.1	WP_154803792.1
OG0000985	protein_2	WP_014623022.1	WP_206158672.1
OG0000986	protein_3	WP_014623025.1	WP_043039066.1
OG0000986	protein_2	WP_014623025.1	WP_196819647.1
OG0000987	protein_3	WP_014623026.1	WP_154803791.1
OG0000987	protein_2	WP_014623026.1	WP_206152474.1
OG0000988	protein_2	WP_014623027.1	WP_014623027.1
OG0000988	protein_3	WP_014623027.1	WP_014623027.1
OG0000989	protein_3	WP_014623032.1	WP_154803789.1
OG0000989	protein_2	WP_014623032.1	WP_196819649.1
OG0000990	protein_3	WP_014623036.1	WP_012515812.1
OG0000990	protein_2	WP_014623036.1	WP_012515812.1
OG0000991	protein_2	WP_014623037.1	WP_012679714.1
OG0000991	protein_3	WP_014623037.1	WP_111692541.1
OG0000992	protein_2	WP_014623038.1	WP_043052195.1
OG0000992	protein_3	WP_014623038.1	WP_154803785.1
OG0000993	protein_3	WP_014623039.1	WP_138119440.1
OG0000993	protein_2	WP_014623039.1	WP_138119440.1
OG0000994	protein_2	WP_014623041.1	WP_206158673.1
OG0000994	protein_3	WP_014623041.1	WP_014623041.1
OG0000995	protein_3	WP_014623042.1	WP_154803783.1
OG0000995	protein_2	WP_014623042.1	WP_043040746.1
OG0000996	protein_2	WP_014623043.1	WP_111692545.1
OG0000996	protein_3	WP_014623043.1	WP_154803782.1
OG0000997	protein_3	WP_014623044.1	WP_154803780.1
OG0000997	protein_2	WP_014623044.1	WP_196819653.1
OG0000998	protein_2	WP_014623045.1	WP_043030957.1
OG0000998	protein_3	WP_014623045.1	WP_037581982.1
OG0000999	protein_3	WP_014623047.1	WP_154803778.1
OG0000999	protein_2	WP_014623047.1	WP_138119448.1
OG0001000	protein_3	WP_014623049.1	WP_043029849.1
OG0001000	protein_2	WP_014623049.1	WP_042670811.1
OG0001001	protein_2	WP_014623051.1	WP_012677767.1
OG0001001	protein_3	WP_014623051.1	WP_012677767.1
OG0001002	protein_2	WP_014623052.1	WP_138119450.1
OG0001002	protein_3	WP_014623052.1	WP_014623052.1
OG0001003	protein_2	WP_014623053.1	WP_111690217.1
OG0001003	protein_3	WP_014623053.1	WP_043026018.1
OG0001004	protein_3	WP_014623055.1	WP_043983370.1
OG0001004	protein_2	WP_014623055.1	WP_138119452.1
OG0001005	protein_3	WP_014623056.1	WP_043983368.1
OG0001005	protein_2	WP_014623056.1	WP_012679733.1
OG0001006	protein_2	WP_014623057.1	WP_206158675.1
OG0001006	protein_3	WP_014623057.1	WP_154803777.1
OG0001007	protein_3	WP_014623058.1	WP_154803776.1
OG0001007	protein_2	WP_014623058.1	WP_206158676.1
OG0001008	protein_2	WP_014623059.1	WP_037581952.1
OG0001008	protein_3	WP_014623059.1	WP_154803775.1
OG0001009	protein_2	WP_014623061.1	WP_206152470.1
OG0001009	protein_3	WP_014623061.1	WP_154803773.1
OG0001010	protein_3	WP_014623063.1	WP_154803771.1
OG0001010	protein_2	WP_014623063.1	WP_111678219.1
OG0001011	protein_3	WP_014623065.1	WP_042670830.1
OG0001011	protein_2	WP_014623065.1	WP_042670830.1
OG0001012	protein_3	WP_014623066.1	WP_043029859.1
OG0001012	protein_2	WP_014623066.1	WP_111710640.1
OG0001013	protein_3	WP_014623067.1	WP_154803769.1
OG0001013	protein_2	WP_014623067.1	WP_206152468.1
OG0001014	protein_2	WP_014623068.1	WP_206152467.1
OG0001014	protein_3	WP_014623068.1	WP_111710642.1
OG0001015	protein_2	WP_014623069.1	WP_115266806.1
OG0001015	protein_3	WP_014623069.1	WP_012677753.1
OG0001016	protein_2	WP_014623070.1	WP_012679747.1
OG0001016	protein_3	WP_014623070.1	WP_154803768.1
OG0001017	protein_2	WP_014623071.1	WP_206152466.1
OG0001017	protein_3	WP_014623071.1	WP_154803767.1
OG0001018	protein_2	WP_014623075.1	WP_043030986.1
OG0001018	protein_3	WP_014623075.1	WP_014623075.1
OG0001019	protein_2	WP_014623076.1	WP_021320918.1
OG0001019	protein_3	WP_014623076.1	WP_012677746.1
OG0001020	protein_3	WP_014623077.1	WP_012677745.1
OG0001020	protein_2	WP_014623077.1	WP_012515864.1
OG0001021	protein_2	WP_014623078.1	WP_111692558.1
OG0001021	protein_3	WP_014623078.1	WP_037581906.1
OG0001022	protein_3	WP_014623080.1	WP_154803761.1
OG0001022	protein_2	WP_014623080.1	WP_206152461.1
OG0001023	protein_3	WP_014623081.1	WP_154803760.1
OG0001023	protein_2	WP_014623081.1	WP_206152460.1
OG0001024	protein_2	WP_014623082.1	WP_206152459.1
OG0001024	protein_3	WP_014623082.1	WP_154803759.1
OG0001025	protein_3	WP_014623083.1	WP_043039102.1
OG0001025	protein_2	WP_014623083.1	WP_206152458.1
OG0001026	protein_3	WP_014623085.1	WP_154803757.1
OG0001026	protein_2	WP_014623085.1	WP_206152456.1
OG0001027	protein_2	WP_014623087.1	WP_206158680.1
OG0001027	protein_3	WP_014623087.1	WP_154803755.1
OG0001028	protein_3	WP_014623088.1	WP_154803754.1
OG0001028	protein_2	WP_014623088.1	WP_043039107.1
OG0001029	protein_3	WP_014623093.1	WP_043983340.1
OG0001029	protein_2	WP_014623093.1	WP_206158681.1
OG0001030	protein_3	WP_014623095.1	WP_043983339.1
OG0001030	protein_2	WP_014623095.1	WP_012515883.1
OG0001031	protein_2	WP_014623096.1	WP_012677730.1
OG0001031	protein_3	WP_014623096.1	WP_012677730.1
OG0001032	protein_2	WP_014623104.1	WP_206158683.1
OG0001032	protein_3	WP_014623104.1	WP_154803751.1
OG0001033	protein_2	WP_014623105.1	WP_043053232.1
OG0001033	protein_3	WP_014623105.1	WP_043052216.1
OG0001034	protein_3	WP_014623106.1	WP_012677722.1
OG0001034	protein_2	WP_014623106.1	WP_206152447.1
OG0001035	protein_2	WP_014623107.1	WP_206152446.1
OG0001035	protein_3	WP_014623107.1	WP_154803750.1
OG0001036	protein_3	WP_014623109.1	WP_012515895.1
OG0001036	protein_2	WP_014623109.1	WP_012515895.1
OG0001037	protein_3	WP_014623115.1	WP_154803745.1
OG0001037	protein_2	WP_014623115.1	WP_012679782.1
OG0001038	protein_3	WP_014623116.1	WP_154803744.1
OG0001038	protein_2	WP_014623116.1	WP_043037035.1
OG0001039	protein_2	WP_014623117.1	WP_012679785.1
OG0001039	protein_3	WP_014623117.1	WP_014623117.1
OG0001040	protein_2	WP_014623118.1	WP_043037041.1
OG0001040	protein_3	WP_014623118.1	WP_154803742.1
OG0001041	protein_3	WP_014623119.1	WP_154803741.1
OG0001041	protein_2	WP_014623119.1	WP_043037044.1
OG0001042	protein_3	WP_014623120.1	WP_014623120.1
OG0001042	protein_2	WP_014623120.1	WP_014623120.1
OG0001043	protein_3	WP_014623122.1	WP_154803740.1
OG0001043	protein_2	WP_014623122.1	WP_014623122.1
OG0001044	protein_2	WP_014623129.1	WP_043039125.1
OG0001044	protein_3	WP_014623129.1	WP_154803739.1
OG0001045	protein_2	WP_014623130.1	WP_043039126.1
OG0001045	protein_3	WP_014623130.1	WP_154803738.1
OG0001046	protein_2	WP_014623131.1	WP_043039127.1
OG0001046	protein_3	WP_014623131.1	WP_012677699.1
OG0001047	protein_2	WP_014623132.1	WP_043039128.1
OG0001047	protein_3	WP_014623132.1	WP_043040826.1
OG0001048	protein_3	WP_014623133.1	WP_154803737.1
OG0001048	protein_2	WP_014623133.1	WP_043039129.1
OG0001049	protein_2	WP_014623135.1	WP_206152442.1
OG0001049	protein_3	WP_014623135.1	WP_042670902.1
OG0001050	protein_3	WP_014623136.1	WP_154803735.1
OG0001050	protein_2	WP_014623136.1	WP_043039132.1
OG0001051	protein_2	WP_014623137.1	WP_043039133.1
OG0001051	protein_3	WP_014623137.1	WP_154803734.1
OG0001052	protein_2	WP_014623138.1	WP_043039134.1
OG0001052	protein_3	WP_014623138.1	WP_043052232.1
OG0001053	protein_3	WP_014623149.1	WP_172954507.1
OG0001053	protein_2	WP_014623149.1	WP_043039146.1
OG0001054	protein_2	WP_014623152.1	WP_043039147.1
OG0001054	protein_3	WP_014623152.1	WP_154803725.1
OG0001055	protein_3	WP_014623153.1	WP_042670917.1
OG0001055	protein_2	WP_014623153.1	WP_206152440.1
OG0001056	protein_2	WP_014623154.1	WP_043039149.1
OG0001056	protein_3	WP_014623154.1	WP_154803724.1
OG0001057	protein_2	WP_014623157.1	WP_043039150.1
OG0001057	protein_3	WP_014623157.1	WP_043026142.1
OG0001058	protein_2	WP_014623160.1	WP_012515959.1
OG0001058	protein_3	WP_014623160.1	WP_111692601.1
OG0001059	protein_2	WP_014623161.1	WP_206152439.1
OG0001059	protein_3	WP_014623161.1	WP_154803723.1
OG0001060	protein_2	WP_014623163.1	WP_043039154.1
OG0001060	protein_3	WP_014623163.1	WP_154803721.1
OG0001061	protein_2	WP_014623164.1	WP_043039155.1
OG0001061	protein_3	WP_014623164.1	WP_154803720.1
OG0001062	protein_2	WP_014623165.1	WP_206158686.1
OG0001062	protein_3	WP_014623165.1	WP_154803719.1
OG0001063	protein_3	WP_014623168.1	WP_021320980.1
OG0001063	protein_2	WP_014623168.1	WP_021320980.1
OG0001064	protein_2	WP_014623169.1	WP_042357070.1
OG0001064	protein_3	WP_014623169.1	WP_043052244.1
OG0001065	protein_2	WP_014623173.1	WP_206158688.1
OG0001065	protein_3	WP_014623173.1	WP_154803717.1
OG0001066	protein_3	WP_014623174.1	WP_012677652.1
OG0001066	protein_2	WP_014623174.1	WP_043039162.1
OG0001067	protein_3	WP_014623181.1	WP_154803664.1
OG0001067	protein_2	WP_014623181.1	WP_043039169.1
OG0001068	protein_2	WP_014623187.1	WP_021320992.1
OG0001068	protein_3	WP_014623187.1	WP_043052256.1
OG0001069	protein_2	WP_014623188.1	WP_014623188.1
OG0001069	protein_3	WP_014623188.1	WP_012677636.1
OG0001070	protein_2	WP_014623189.1	WP_111678244.1
OG0001070	protein_3	WP_014623189.1	WP_012677634.1
OG0001071	protein_3	WP_014623190.1	WP_043040863.1
OG0001071	protein_2	WP_014623190.1	WP_043039172.1
OG0001072	protein_2	WP_014623191.1	WP_206158690.1
OG0001072	protein_3	WP_014623191.1	WP_154803662.1
OG0001073	protein_3	WP_014623192.1	WP_154803661.1
OG0001073	protein_2	WP_014623192.1	WP_206158691.1
OG0001074	protein_3	WP_014623194.1	WP_154803660.1
OG0001074	protein_2	WP_014623194.1	WP_138119573.1
OG0001075	protein_3	WP_014623195.1	WP_154803659.1
OG0001075	protein_2	WP_014623195.1	WP_043031155.1
OG0001076	protein_3	WP_014623196.1	WP_037581595.1
OG0001076	protein_2	WP_014623196.1	WP_037581595.1
OG0001077	protein_2	WP_014623197.1	WP_043984171.1
OG0001077	protein_3	WP_014623197.1	WP_111692634.1
OG0001078	protein_3	WP_014623201.1	WP_269471217.1
OG0001078	protein_2	WP_014623201.1	WP_206158693.1
OG0001079	protein_2	WP_014623203.1	WP_111690292.1
OG0001079	protein_3	WP_014623203.1	WP_012677616.1
OG0001080	protein_3	WP_014623204.1	WP_043052263.1
OG0001080	protein_2	WP_014623204.1	WP_043052263.1
OG0001081	protein_3	WP_014623205.1	WP_154803657.1
OG0001081	protein_2	WP_014623205.1	WP_126436925.1
OG0001082	protein_2	WP_014623212.1	WP_014623212.1
OG0001082	protein_3	WP_014623212.1	WP_154803655.1
OG0001083	protein_3	WP_014623215.1	WP_154803653.1
OG0001083	protein_2	WP_014623215.1	WP_206158696.1
OG0001084	protein_2	WP_014623221.1	WP_043031187.1
OG0001084	protein_3	WP_014623221.1	WP_154803651.1
OG0001085	protein_3	WP_014623224.1	WP_154803649.1
OG0001085	protein_2	WP_014623224.1	WP_206158699.1
OG0001086	protein_2	WP_014623225.1	WP_111710707.1
OG0001086	protein_3	WP_014623225.1	WP_154803648.1
OG0001087	protein_3	WP_014623226.1	WP_154803647.1
OG0001087	protein_2	WP_014623226.1	WP_021321011.1
OG0001088	protein_3	WP_014623227.1	WP_021321012.1
OG0001088	protein_2	WP_014623227.1	WP_012677594.1
OG0001089	protein_2	WP_014623228.1	WP_111710708.1
OG0001089	protein_3	WP_014623228.1	WP_012679874.1
OG0001090	protein_3	WP_014623229.1	WP_021321013.1
OG0001090	protein_2	WP_014623229.1	WP_043040893.1
OG0001091	protein_3	WP_014623234.1	WP_024273149.1
OG0001091	protein_2	WP_014623234.1	WP_024273149.1
OG0001092	protein_3	WP_038673964.1, WP_014623243.1	WP_043039291.1
OG0001093	protein_3	WP_014623251.1	WP_024379177.1
OG0001093	protein_2	WP_014623251.1	WP_111678606.1
OG0001094	protein_3	WP_014623257.1, WP_014623491.1	WP_154803565.1
OG0001095	protein_2	WP_014623276.1	WP_206158700.1
OG0001095	protein_3	WP_014623276.1	WP_154803644.1
OG0001096	protein_3	WP_014623277.1	WP_154803643.1
OG0001096	protein_2	WP_014623277.1	WP_012516031.1
OG0001097	protein_3	WP_014623278.1	WP_154803641.1
OG0001097	protein_2	WP_014623278.1	WP_206158701.1
OG0001098	protein_2	WP_014623281.1	WP_138119611.1
OG0001098	protein_3	WP_014623281.1	WP_154803638.1
OG0001099	protein_3	WP_014623282.1	WP_154803637.1
OG0001099	protein_2	WP_014623282.1	WP_138119613.1
OG0001100	protein_3	WP_014623283.1	WP_012516043.1
OG0001100	protein_2	WP_014623283.1	WP_012677569.1
OG0001101	protein_3	WP_014623284.1	WP_037579146.1
OG0001101	protein_2	WP_014623284.1	WP_012677568.1
OG0001102	protein_3	WP_014623285.1	WP_021321023.1
OG0001102	protein_2	WP_014623285.1	WP_138119615.1
OG0001103	protein_3	WP_014623286.1	WP_021321024.1
OG0001103	protein_2	WP_014623286.1	WP_043026324.1
OG0001104	protein_3	WP_014623289.1	WP_154803635.1
OG0001104	protein_2	WP_014623289.1	WP_043026328.1
OG0001105	protein_3	WP_014623290.1	WP_172954503.1
OG0001105	protein_2	WP_014623290.1	WP_206158702.1
OG0001106	protein_3	WP_014623293.1	WP_012677559.1
OG0001106	protein_2	WP_014623293.1	WP_012677559.1
OG0001107	protein_3	WP_014623294.1	WP_154803633.1
OG0001107	protein_2	WP_014623294.1	WP_206158704.1
OG0001108	protein_2	WP_014623295.1	WP_138120023.1
OG0001108	protein_3	WP_014623295.1	WP_154804375.1
OG0001109	protein_2	WP_014623296.1	WP_206158706.1
OG0001109	protein_3	WP_014623296.1	WP_021321029.1
OG0001110	protein_3	WP_014623297.1	WP_043026339.1
OG0001110	protein_2	WP_014623297.1	WP_138119628.1
OG0001111	protein_3	WP_014623298.1	WP_043026340.1
OG0001111	protein_2	WP_014623298.1	WP_138119631.1
OG0001112	protein_3	WP_014623299.1	WP_014623299.1
OG0001112	protein_2	WP_014623299.1	WP_012679907.1
OG0001113	protein_3	WP_014623302.1	WP_043040958.1
OG0001113	protein_2	WP_014623302.1	WP_014623302.1
OG0001114	protein_2	WP_014623303.1	WP_138119634.1
OG0001114	protein_3	WP_014623303.1	WP_043040959.1
OG0001115	protein_2	WP_014623304.1	WP_012516072.1
OG0001115	protein_3	WP_014623304.1	WP_043040962.1
OG0001116	protein_3	WP_014623305.1	WP_115266708.1
OG0001116	protein_2	WP_014623305.1	WP_138119635.1
OG0001117	protein_2	WP_014623308.1	WP_138119636.1
OG0001117	protein_3	WP_014623308.1	WP_154803631.1
OG0001118	protein_3	WP_014623312.1	WP_154231414.1
OG0001118	protein_2	WP_014623312.1	WP_021321036.1
OG0001119	protein_3	WP_014623314.1	WP_154803630.1
OG0001119	protein_2	WP_014623314.1	WP_138119642.1
OG0001120	protein_3	WP_014623315.1	WP_154803629.1
OG0001120	protein_2	WP_014623315.1	WP_206158707.1
OG0001121	protein_3	WP_014623316.1	WP_043052295.1
OG0001121	protein_2	WP_014623316.1	WP_206158708.1
OG0001122	protein_3	WP_014623317.1	WP_154803628.1
OG0001122	protein_2	WP_014623317.1	WP_206158709.1
OG0001123	protein_3	WP_014623319.1	WP_154803627.1
OG0001123	protein_2	WP_014623319.1	WP_111710727.1
OG0001124	protein_3	WP_014623320.1	WP_154803626.1
OG0001124	protein_2	WP_014623320.1	WP_165619207.1
OG0001125	protein_2	WP_014623322.1	WP_206158712.1
OG0001125	protein_3	WP_014623322.1	WP_154803624.1
OG0001126	protein_3	WP_014623325.1	WP_154803622.1
OG0001126	protein_2	WP_014623325.1	WP_206158714.1
OG0001127	protein_2	WP_014623326.1	WP_037579350.1
OG0001127	protein_3	WP_014623326.1	WP_154803621.1
OG0001128	protein_3	WP_014623333.1	WP_232013920.1
OG0001128	protein_2	WP_014623333.1	WP_249093179.1
OG0001129	protein_3	WP_014623336.1	WP_043030073.1
OG0001129	protein_2	WP_014623336.1	WP_111678854.1
OG0001130	protein_2	WP_014623337.1	WP_111678341.1
OG0001130	protein_3	WP_014623337.1	WP_154803616.1
OG0001131	protein_3	WP_014623338.1	WP_043040989.1
OG0001131	protein_2	WP_014623338.1	WP_111678339.1
OG0001132	protein_3	WP_014623342.1	WP_154803612.1
OG0001132	protein_2	WP_014623342.1	WP_012516117.1
OG0001133	protein_3	WP_014623345.1	WP_111690344.1
OG0001133	protein_2	WP_014623345.1	WP_111678349.1
OG0001134	protein_2	WP_014623348.1	WP_111678363.1
OG0001134	protein_3	WP_014623348.1	WP_154803610.1
OG0001135	protein_2	WP_014623350.1	WP_012679953.1
OG0001135	protein_3	WP_014623350.1	WP_012677503.1
OG0001136	protein_3	WP_014623352.1	WP_154803607.1
OG0001136	protein_2	WP_014623352.1	WP_111678371.1
OG0001137	protein_3	WP_014623353.1	WP_012677500.1
OG0001137	protein_2	WP_014623353.1	WP_111678373.1
OG0001138	protein_3	WP_014623354.1	WP_012677499.1
OG0001138	protein_2	WP_014623354.1	WP_111678375.1
OG0001139	protein_2	WP_014623356.1	WP_012516140.1
OG0001139	protein_3	WP_014623356.1	WP_012516140.1
OG0001140	protein_2	WP_014623361.1	WP_111678389.1
OG0001140	protein_3	WP_014623361.1	WP_154803604.1
OG0001141	protein_3	WP_014623365.1	WP_154803603.1
OG0001141	protein_2	WP_014623365.1	WP_206158719.1
OG0001142	protein_3	WP_014623369.1	WP_154803601.1
OG0001142	protein_2	WP_014623369.1	WP_111678403.1
OG0001143	protein_2	WP_014623371.1	WP_111678411.1
OG0001143	protein_3	WP_014623371.1	WP_012677479.1
OG0001144	protein_2	WP_014623372.1	WP_111678413.1
OG0001144	protein_3	WP_014623372.1	WP_012516168.1
OG0001145	protein_3	WP_014623373.1	WP_154803600.1
OG0001145	protein_2	WP_014623373.1	WP_111678417.1
OG0001146	protein_2	WP_014623374.1	WP_111678858.1
OG0001146	protein_3	WP_014623374.1	WP_111690363.1
OG0001147	protein_2	WP_014623375.1	WP_206158723.1
OG0001147	protein_3	WP_014623375.1	WP_021321078.1
OG0001148	protein_2	WP_014623376.1	WP_111678423.1
OG0001148	protein_3	WP_014623376.1	WP_111690364.1
OG0001149	protein_3	WP_014623377.1	WP_043026448.1
OG0001149	protein_2	WP_014623377.1	WP_111678425.1
OG0001150	protein_2	WP_014623378.1	WP_111678427.1
OG0001150	protein_3	WP_014623378.1	WP_154803598.1
OG0001151	protein_3	WP_014623380.1	WP_042671203.1
OG0001151	protein_2	WP_014623380.1	WP_043053371.1
OG0001152	protein_3	WP_014623383.1	WP_154803594.1
OG0001152	protein_2	WP_014623383.1	WP_111678434.1
OG0001153	protein_3	WP_014623384.1	WP_014623384.1
OG0001153	protein_2	WP_014623384.1	WP_111678436.1
OG0001154	protein_2	WP_014623386.1	WP_111678441.1
OG0001154	protein_3	WP_014623386.1	WP_043030096.1
OG0001155	protein_3	WP_014623388.1	WP_154803592.1
OG0001155	protein_2	WP_014623388.1	WP_012677466.1
OG0001156	protein_2	WP_014623389.1	WP_111678443.1
OG0001156	protein_3	WP_014623389.1	WP_154803591.1
OG0001157	protein_3	WP_014623391.1	WP_154803589.1
OG0001157	protein_2	WP_014623391.1	WP_111678447.1
OG0001158	protein_2	WP_014623394.1	WP_111678453.1
OG0001158	protein_3	WP_014623394.1	WP_021321087.1
OG0001159	protein_3	WP_014623396.1	WP_037579846.1
OG0001159	protein_2	WP_014623396.1	WP_043053379.1
OG0001160	protein_2	WP_014623397.1	WP_037579848.1
OG0001160	protein_3	WP_014623397.1	WP_138119710.1
OG0001161	protein_3	WP_014623399.1	WP_154803586.1
OG0001161	protein_2	WP_014623399.1	WP_043031351.1
OG0001162	protein_2	WP_014623400.1	WP_206158728.1
OG0001162	protein_3	WP_014623400.1	WP_154803585.1
